load_transmission,load_people,load_light,load_fan,load_total,load_installed,Fan consumes too much energy,Installed load ist too hight,Insulation insufficient,Light consumes too much energy,Light is on for too long,People too long in the Room,To many people in the Room,none
0.6721016148000001,0.044,0.04676747166666668,0.12350864108333337,1.2852477049475002,1.4137724754422503,0,0,0,0,0,0,0,0
0.5404617943999999,0.07,0.02730760925925926,0.09666893677777778,1.0649355936337035,1.171429152997074,0,0,0,0,0,0,0,1
0.3914286596,0.096,0.015679909333333335,0.05590867671666667,0.8105750061925,0.8916325068117501,0,0,0,0,0,0,0,1
0.40896819040000004,0.039,0.019694415000000003,0.056558320000000016,0.7601203418300001,0.8361323760130002,0,0,0,0,0,0,0,1
0.6314094136,0.168,0.018955191111111113,0.05307453511111112,1.2635867527422224,1.3899454280164447,0,0,1,0,0,0,1,0
0.4907371832,0.062,0.02002216748148148,0.0745987207777778,0.9386692036159259,1.0325361239775186,0,0,0,0,0,0,0,1
0.6554255884000002,0.084,0.043009761666666674,0.11971050330555558,1.3081114873897224,1.4389226361286946,0,0,0,0,0,0,0,1
0.536673962,0.038,0.02952198888888889,0.09245043888888889,1.0101372651777778,1.1111509916955558,0,0,0,0,0,0,0,0
0.33242712360000004,0.12299999999999998,0.0156884245,0.042856184000000005,0.745259011545,0.8197849126995,0,0,0,0,0,0,0,1
0.3272341424,0.083,0.04290858666666667,0.08021195690666665,0.7733642946613334,1.3920557303904002,1,1,0,0,1,1,0,0
0.9098330082,0.23,0.05058330217037037,0.120297700824,1.900535316231837,2.0905888478550207,1,0,1,1,0,0,1,0
0.590139506,0.072,0.029668150000000008,0.10326164430555555,1.1528504854430555,1.268135533987361,0,0,0,0,0,0,0,1
0.8020264572,0.144,0.024823088433333335,0.05825341634259258,1.4921992948650926,2.5367388012706575,0,1,1,1,0,0,1,0
0.3597217712,0.126,0.01737736,0.046918872,0.7975261046399998,0.8772787151039999,0,0,0,0,0,0,0,1
0.44738999799999996,0.135,0.025671339999999997,0.06588977266666667,0.9772291104666667,1.0749520215133335,0,0,0,0,0,0,0,0
0.24939460040000003,0.12299999999999998,0.010281910527777778,0.03142252168611111,0.6004435972901389,0.6604879570191527,0,0,0,0,0,0,0,1
0.4251669444000001,0.08,0.021780990000000007,0.09928646481600005,0.9080398788632001,0.9988438667495202,1,0,0,0,0,0,0,0
0.2844699836,0.225,0.03426386340740741,0.03640535487037037,0.8412018427227776,0.9253220269950555,0,0,0,0,1,1,0,0
0.5059298948,0.235,0.03324735611111111,0.08715051644444445,1.2489252626655554,1.373817788932111,0,0,0,0,0,0,1,0
0.48785515680000013,0.08199999999999999,0.026764595,0.078596518,0.9790635912100001,1.0769699503310002,0,0,0,0,0,0,0,1
0.420675618,0.16399999999999998,0.04364696495592592,0.05994365312314815,0.9979860423146573,1.0977846465461232,0,0,0,1,1,0,1,0
0.41754897799999996,0.216,0.10377030125,0.09595084858333333,1.2082416853583333,1.3290658538941666,1,0,0,1,1,1,0,0
0.36257620960000003,0.141,0.01960357466666667,0.048174742000000007,0.8284640630866668,0.9113104693953336,0,0,0,0,0,0,0,1
0.5148555324,0.044,0.031464920666666674,0.0840971516,0.9779055267666668,1.0756960794433335,0,0,0,0,0,0,0,1
0.37923476359999997,0.06,0.013014399999999999,0.05071277866666666,0.7292948162866665,0.8022242979153332,0,0,0,0,0,0,0,1
1.2241945632000002,0.21,0.05431124833333334,0.11218389,2.3210000672233333,3.7136001075573333,0,1,1,0,1,0,1,0
0.37795284120000006,0.04,0.017643836296296296,0.06246359144796296,0.7221873899691759,0.7944061289660935,1,0,0,0,0,0,0,0
0.6015142170000001,0.076,0.0305493685,0.06890835000000001,1.126609306475,1.2392702371225002,0,0,1,1,0,0,0,0
0.6114724704,0.444,0.062176811999999984,0.03589819012499999,1.6726438351612498,2.508965752741875,0,1,1,1,1,1,1,0
