load_transmission,load_people,load_light,load_fan,load_total,load_installed,Fan consumes too much energy,Insulation insufficient,Light consumes too much energy,Light is on for too long,People too long in the Room,To many people in the Room,none
0.3061127696,0.14700000000000002,0.016733754074074077,0.04231249244444445,0.7426305733718519,0.8168936307090372,0,0,0,0,0,0,1
0.5047077464,0.335,0.030741237777777788,0.0965916422488889,1.4022089083186668,2.3837551441417335,1,0,0,0,1,1,0
0.446852032,0.15,0.11177515776000001,0.08293854464,1.14777031488,1.951209535296,1,0,1,1,1,0,0
0.45163946960000007,0.154,0.025368786444444447,0.07020664155555556,1.01676160152,1.2201139218240002,0,0,0,0,1,0,0
0.42888120879999997,0.071,0.05434852222222224,0.09866314640000001,0.9466946722622223,1.1360336067146668,1,0,0,1,1,0,0
0.30706547519999994,0.074,0.012547045333333335,0.03964188106666666,0.6282188823199999,0.691040770552,0,0,0,0,0,0,1
0.5631621204,0.108,0.029822729999999992,0.0968410315833333,1.1568475288758333,1.2725322817634168,0,0,0,0,0,0,1
0.69687877,0.34,0.028409581666666663,0.0924932085,1.6787832622416667,2.1824182409141666,1,1,1,0,1,1,0
0.5199666691999999,0.074,0.027083831444444442,0.08557026745555553,1.0246001137449998,1.1270601251194998,0,0,0,0,0,0,1
0.5717438276,0.19,0.05543518195555554,0.09975634355555553,1.3295562620111108,2.127290019217777,0,0,1,0,0,1,0
0.6731460409999999,0.183,0.054945360407407405,0.1487862522611111,1.5368225978193517,2.9199629358567685,1,1,0,1,1,0,0
0.2803345424,0.074,0.011011563148148147,0.03666552918518518,0.5829168703633333,0.6412085573996666,0,0,0,0,0,0,1
0.2910524804,0.078,0.012207890138888887,0.038126179972222216,0.6081104982411111,0.6689215480652222,0,0,0,0,0,0,1
0.43572947000000006,0.068,0.018726928000000004,0.0624598128,0.8481285056600001,0.9329413562260002,0,0,0,0,0,0,1
0.5491492555999999,0.049,0.05335105675666666,0.0922321581611111,1.0784120822507777,1.5097769151510887,0,0,1,0,0,0,0
0.6435602479999999,0.087,0.035049912333333336,0.145527236008,1.321149224694933,1.5853790696339196,1,1,0,0,1,0,0
0.35902471439999994,0.117,0.01640602888888889,0.047703684,0.7831949195688888,0.8615144115257777,0,0,0,0,0,0,1
0.39937308400000004,0.046,0.022402000000000002,0.05624850000000001,0.7598341968000001,0.8358176164800002,0,0,0,0,0,0,1
0.40057684039999997,0.237,0.018382216055555553,0.060951558499999996,1.0395203916855555,1.4553285483597778,0,0,0,0,1,0,0
0.4808965436,0.040999999999999995,0.026572771944444445,0.07258903555555556,0.9005346090949999,0.9905880700045,0,0,0,0,0,0,1
0.9561528536,0.25,0.03091336111111111,0.09488423405999996,1.931328150718111,2.7038594110053555,1,1,0,0,0,1,0
0.6093802967999999,0.192,0.07086288444444445,0.10556752785185186,1.4178255281896295,2.693868503560296,0,0,0,1,1,0,0
0.47196906680000006,0.049,0.029513616481481486,0.07251917192592593,0.9033526900507408,0.993687959055815,0,0,0,0,0,0,1
0.5216283864,0.14,0.059055798666666666,0.13802204379600003,1.2451240318508667,1.9921984509613868,1,0,0,1,0,1,0
0.5090694092,0.172,0.04270058482685186,0.11061315736851855,1.209855569523287,2.2987255820942454,1,0,1,0,1,0,0
0.27458796199999996,0.033,0.018741240000000003,0.03401188,0.5224945688999999,0.7314923964599999,0,0,1,1,0,0,0
0.3412424092,0.096,0.019034605333333333,0.04913307501666667,0.7328446298475,0.8061290928322501,0,0,0,0,0,0,1
0.43977295119999993,0.062,0.017222945555555556,0.062224835555555545,0.8427700618511111,0.9270470680362223,0,0,0,0,0,0,1
0.5095954203999999,0.03,0.021350616666666666,0.07970896888888887,0.9289497586355555,1.021844734499111,0,0,0,0,0,0,1
0.5349570688,0.074,0.026225649333333337,0.08682816333333333,1.0469157781266667,1.1516073559393334,0,0,0,0,0,0,1
0.3509037268,0.252,0.017323623333333336,0.06182801167666667,0.9889802746244999,1.4834704119367497,1,0,0,0,0,1,0
0.7138828732,0.474,0.023729589431574074,0.10382715690355557,1.9073874483259379,2.670342427656313,1,1,1,0,1,1,0
0.5706734132,0.096,0.027143720592592596,0.09678432873796296,1.1463721206693054,1.261009332736236,0,0,0,0,0,0,1
0.44527583759999995,0.043,0.025201949629629634,0.10655384303407407,0.8990458638823703,1.7980917277647408,1,0,0,0,0,0,0
0.478095442,0.08199999999999999,0.026405028416666667,0.08069634294166667,0.9674353793695832,1.0641789173065417,0,0,0,0,0,0,1
0.37987480519999994,0.06,0.013981449166666667,0.05545974836111111,0.7385082039552776,1.0339114855373885,0,0,0,0,0,0,0
0.6989547859999999,0.126,0.02675182440000001,0.07835878300444447,1.3485948204364444,1.7531732665673778,1,1,1,0,0,0,0
0.4960175264,0.038,0.025056670814814816,0.0798516535703704,0.9264424836385184,1.0190867320023704,0,0,0,0,0,0,1
0.449678187,0.064,0.03507635775416667,0.046608036261111103,0.8632757424721527,1.4675687622026596,0,1,1,1,0,0,0
0.7418654499999999,0.039,0.0210562625,0.06424859583333334,1.2559469470833333,1.5071363365,0,1,0,0,0,0,0
0.900631008,0.044,0.05063072625,0.0915501132,1.5758771788025,2.99416663972475,1,1,0,1,0,0,0
0.41645373440000005,0.141,0.024082860925925927,0.06312783970370371,0.934763430792963,1.0282397738722593,0,0,0,0,0,0,1
0.6435250448000001,0.032,0.03146631703703704,0.11426206374074077,1.190817467087778,1.309899213796556,0,0,0,0,0,0,1
0.4531963524,0.12,0.02447235,0.06937911225,0.9672193312425,1.06394126436675,0,0,0,0,0,0,1
0.48582192120000006,0.14,0.040588119,0.08383775400000001,1.08785930159,1.523003022226,0,0,0,1,0,1,0
0.8002640400000001,0.126,0.030218496000000008,0.08410814720000001,1.50885649064,2.866827332216,0,1,0,0,0,0,0
0.89256832,0.222,0.04496949333333333,0.07959600319999999,1.7967440339733334,3.413813664549333,0,1,0,1,0,1,0
0.4862118315999999,0.42,0.03024531946666667,0.11313639813000001,1.5219106463351666,2.2828659695027502,1,0,1,0,1,1,0
0.3800026295999999,0.248,0.024476816866666667,0.057862644000000005,1.0299960311766665,1.441994443647333,0,0,1,0,1,1,0
0.45472380800000006,0.14700000000000002,0.056014864592592604,0.06799251117037038,1.0523102164562965,1.2627722597475557,0,0,0,1,0,0,0
0.4722412684,0.06,0.018764003333333334,0.07311706632222223,0.9049773901805556,0.9954751291986113,0,0,0,0,0,0,1
0.46362553599999995,0.425,0.06107387288888889,0.0680706855111111,1.4757666368799998,2.9515332737599995,0,0,0,1,1,1,0
0.39774447240000005,0.324,0.058287900125,0.05845396251851853,1.2158051858131018,1.9452882973009629,0,0,1,1,1,1,0
0.39722397880000004,0.031,0.015444794166666668,0.05789306716666668,0.7272646681933334,0.7999911350126667,0,0,0,0,0,0,1
0.38519744999999994,0.14700000000000002,0.0233858625,0.05545790250000001,0.8860097617499999,0.974610737925,0,0,0,0,0,0,1
0.32856020559999993,0.07,0.018928255555555558,0.04769920400000001,0.6745221144755554,1.2815920175035553,0,0,0,0,1,0,0
0.3469522056,0.061,0.014485680000000003,0.04506656000000001,0.67788144612,0.8134577353440001,0,0,0,0,1,0,0
0.4772218220000001,0.14700000000000002,0.05732453314518519,0.08864892974000001,1.1167831630835185,1.6751747446252778,1,0,1,1,0,0,0
0.4365000948,0.126,0.023569721388888888,0.06363824775,0.942076692711389,1.036284361982528,0,0,0,0,0,0,1
0.7852128328000001,0.435,0.033698728555555564,0.07077580611111113,1.9207966828266672,3.0732746925226673,0,1,1,0,1,1,0
0.28960778880000004,0.144,0.014724863999999999,0.038438030399999996,0.7058174906400001,0.7763992397040002,0,0,0,0,0,0,1
0.3564535128,0.076,0.01620928,0.053746560000000006,0.72849356156,0.8013429177160001,0,0,0,0,0,0,1
0.4837086803999999,0.132,0.028138979,0.07610314775000002,1.0439286703675,1.14832153740425,0,0,0,0,0,0,1
0.5436390124,0.378,0.08760113599999998,0.09690875669999999,1.603915912395,2.7266570510715,0,0,0,1,1,1,0
0.37333369040000003,0.305,0.017156740740740743,0.0519420325925926,1.0837770724133333,2.1675541448266666,0,0,0,0,1,1,0
