load_transmission,load_people,n_person,load_light,t_light,load_fan,load_total,load_installed,Fan consumes too much energy,Insulation insufficient,Light consumes too much energy,Light is on for too long,People too long in the Room,To many people in the Room,none
0.3680367944,0.031,1,0.012932235555555555,3.1,0.05110318888888889,0.6714547173244443,0.7386001890568887,0,0,0,0,0,0,1
0.4345900856,0.048,1,0.025990417777777775,4.8,0.0659506851111111,0.8330702233088888,0.9163772456397777,0,0,0,0,0,0,1
0.48422089760000003,0.033,1,0.022037468444444448,3.3,0.07806606245925926,0.8951204213303704,0.9846324634634075,0,0,0,0,0,0,1
0.342606176,0.045,1,0.017545,4.5,0.04366755555555556,0.6507871607555554,0.715865876831111,0,0,0,0,0,0,1
0.4850209496000001,0.49800000000000005,6,0.02587612955555556,4.1,0.11168389966222224,1.6248424192857782,3.2496848385715564,1,0,0,0,1,1,0
0.37899566760000003,0.126,3,0.019026315000000002,4.2,0.05295657675,0.8366189110575,0.92028080216325,0,0,0,0,0,0,1
0.4950675796,0.144,3,0.030720609333333333,4.8,0.07795354618333332,1.0842255159191665,1.1926480675110833,0,0,0,0,0,0,1
0.3827982136,0.034,1,0.01951863466666667,4.4,0.07736698816000001,0.7448415628186666,0.8938098753824001,1,0,0,1,0,0,0
0.6666403916000001,0.192,4,0.021903839999999997,4.8,0.056539286999999994,1.35877110197,1.902279542758,0,1,0,0,0,1,0
0.3782388367999999,0.07,2,0.015223075,3.5,0.05054060900000001,0.7453036551599997,0.8198340206759998,0,0,0,0,0,0,1
0.35724252959999997,0.048,1,0.020631296,4.8,0.04934318293333333,0.6890646623733333,0.7579711286106667,0,0,0,0,0,0,1
0.2471939976,0.14700000000000002,3,0.012126258666666669,4.9,0.02927625306666667,0.6316149385333333,0.6947764323866666,0,0,0,0,0,0,1
0.49712670459999997,0.235,5,0.025458586999999998,6.300000000000001,0.047805568922222215,1.167816747757222,1.634943446860111,0,1,0,1,0,1,0
0.31628262600000007,0.032,1,0.011170133333333332,3.2,0.04202762666666666,0.5821465597000001,0.6403612156700002,0,0,0,0,0,0,1
0.4054635948,0.166,2,0.017641638,3.6,0.06003057375,0.9412469194974998,1.4118703792462497,0,0,0,0,1,0,0
0.6117510255999998,0.05,1,0.04607411111111111,5.0,0.11288157222222221,1.1900247279533331,1.3090272007486665,0,0,0,0,0,0,1
0.41594979359999995,0.12,3,0.02000768,4.0,0.0574220416,0.8894002970399998,0.9783403267439998,0,0,0,0,0,0,1
0.9233869812,0.34,5,0.06198500458333334,9.9,0.07954742254861114,2.03713314208132,2.851986398913848,1,1,0,1,1,1,0
0.44090038079999994,0.108,3,0.02083158,3.6,0.07007512049999999,0.9277202678849997,1.0204922946734998,0,0,0,0,0,0,1
0.5156728896,0.344,4,0.02091752824537037,4.1,0.05135567305555555,1.3513218318063427,2.1621149308901484,0,1,1,0,1,1,0
1.1155773582,0.19,5,0.03988713668333333,3.8,0.14042260944833332,2.1545363012809164,2.8008971916651912,1,1,1,0,0,1,0
0.4407284156,0.047,1,0.026571502222222227,4.7,0.064110816,0.8386955640422221,0.9225651204464445,0,0,0,0,0,0,1
0.272813134,0.13799999999999998,3,0.013141433333333334,4.6,0.03519618666666667,0.6657685932999999,0.73234545263,0,0,0,0,0,0,1
