load_transmission,load_people,n_person,load_light,t_light,load_fan,load_total,load_installed,Fan consumes too much energy,Insulation insufficient,Light consumes too much energy,Light is on for too long,People too long in the Room,To many people in the Room,none
0.4740767899999999,0.132,3,0.02775803148148149,4.4,0.07728088310185187,1.0311177716458333,1.1342295488104168,0,0,0,0,0,0,1
0.6496808472,0.146,2,0.03630588,3.7,0.14106894984,1.410930731708,1.6931168780496002,1,0,0,0,1,0,0
0.641305803,0.24599999999999997,6,0.022837717499999997,4.1,0.06511534574999998,1.4141253560624998,1.8383629628812497,0,1,0,0,0,1,0
0.6289539827999999,0.144,3,0.045346080000000004,4.8,0.11175919299999998,1.3485859209099997,1.4834445130009999,0,0,0,0,0,0,1
0.4612520484,0.093,3,0.01831641975,3.1,0.07113861090000001,0.9333752646224999,1.02671279108475,0,0,0,0,0,0,1
0.4757614972,0.049,1,0.030903251944444442,4.9,0.07372632963888888,0.9126170642358333,1.0038787706594168,0,0,0,0,0,0,1
0.2999790376,0.084,2,0.013873477333333334,4.2,0.038845736533333335,0.6332124646266667,0.6965337110893334,0,0,0,0,0,0,1
0.43280539279999986,0.237,3,0.035902333333333335,11.100000000000001,0.04030117777777777,1.081712910671111,1.8389119481408887,0,1,0,1,1,0,0
0.40355726399999997,0.14700000000000002,3,0.025280457481481482,4.9,0.06392344248888888,0.927653687757037,1.020419056532741,0,0,0,0,0,0,1
0.3726301964,0.07,2,0.01580467777777778,3.5,0.05689684,0.7472309855577778,0.8219540841135556,0,0,0,0,0,0,1
0.3632107336,0.043,1,0.018061003333333336,4.3,0.05086482566666668,0.68894801577,0.757842817347,0,0,0,0,0,0,1
0.5730570164,0.135,3,0.035745616666666674,4.5,0.09563938325925926,1.2171909236725924,1.3389100160398517,0,0,0,0,0,0,1
0.44995660159999995,0.062,2,0.018531896444444446,3.1,0.07532319200000001,0.8784269505644443,0.9662696456208888,0,0,0,0,0,0,1
0.544964156,0.033,1,0.025730165999999995,3.3,0.0933303294,1.01068574453,1.111754318983,0,0,0,0,0,0,1
0.4610856008,0.048,1,0.029362400000000004,4.8,0.07193788000000001,0.88505952716,0.9735654798760001,0,0,0,0,0,0,1
0.362446546,0.1,2,0.021741356944444443,5.0,0.05144005053055556,0.77666053253875,0.8543265857926251,0,0,0,0,0,0,1
0.339419762,0.07,2,0.02996819727777777,7.8,0.04383809371018519,0.7006777768325463,1.2612199982985834,0,0,0,1,0,0,0
0.3434733588000001,0.114,3,0.014856841,3.8,0.047072727800000005,0.75313424502,0.8284476695220001,0,0,0,0,0,0,1
