load_transmission,load_people,n_person,load_light,load_fan,load_total,load_installed,Fan consumes too much energy,Installed Load too high,Insulation insufficient,Light consumes too much energy,Light is on for too long,People too long in the Room,To many people in the Room,none
0.3857050692,0.035,1,0.016693528703703702,0.05341929185185184,0.7116859401455555,0.7828545341601112,0,0,0,0,0,0,0,1
0.3303074456,0.045,1,0.017212043333333333,0.04739049264444445,0.6378694732877778,0.7016564206165556,0,0,0,0,0,0,0,1
0.6458496264,0.18,6,0.018928756000000005,0.042694860755555564,1.2868362025755553,1.5442034430906664,0,1,1,0,1,0,1,0
0.27949126919999995,0.043,1,0.012702952500000001,0.0351546825,0.5370059110899998,0.5907065021989999,0,0,0,0,0,0,0,1
0.3337568652,0.16,4,0.024148009666666668,0.05713419087133333,0.8338066453200998,1.5008519615761797,1,1,0,0,1,0,1,0
0.4891757024,0.096,3,0.020352349629629635,0.07969216901851853,0.9935693205198148,1.0929262525717964,0,0,0,0,0,0,0,1
0.5036823924,0.18,2,0.03258080037037037,0.07812460003703706,1.1518622995707406,1.6126072193990368,0,1,0,0,0,1,0,0
0.5004674708,0.062,2,0.02182522277777778,0.08378069388888891,0.9687064118266665,1.0655770530093331,0,0,0,0,0,0,0,1
0.44879054879999997,0.15,5,0.022106559999999997,0.0713281975,1.0037266941349998,2.0074533882699996,0,1,0,1,0,0,1,0
0.5628255468,0.09,3,0.024581610000000004,0.10152204929999999,1.1294473488449999,1.2423920837295,0,0,0,0,0,0,0,1
0.4335417416,0.315,5,0.06338754215851854,0.10230950071792594,1.3256462374908442,1.7233401087380975,1,1,0,1,1,1,1,0
0.40403637559999994,0.04,1,0.019288157777777776,0.05603209834444445,0.7530671159972221,0.8283738275969443,0,0,0,0,0,0,0,1
0.748676855,0.234,6,0.02179010166666667,0.0637500153888889,1.5489146094805553,2.1684804532727773,0,1,1,0,0,0,1,0
0.4032804643999999,0.074,1,0.09390758150694443,0.09482436397777777,0.9657179943328472,1.5451487909325556,1,1,0,1,1,1,0,0
0.47448233360000003,0.14700000000000002,3,0.03158288103703705,0.07399417842962962,1.0542361199466666,1.1596597319413333,0,0,0,0,0,0,0,1
0.6397687296000002,0.09,3,0.011267164444444444,0.05173881912888888,1.1495233341013336,1.7242850011520006,1,1,1,0,0,0,0,0
0.5740955640000001,0.184,4,0.023088551703703702,0.0611344695111111,1.2213619485614815,2.442723897122963,0,1,1,0,0,0,1,0
0.5196926284,0.036,1,0.026127182000000006,0.08992105138333333,0.9740242495858332,1.0714266745444165,0,0,0,0,0,0,0,1
0.8497497072,0.24900000000000003,3,0.15534410183703706,0.11480839896296297,1.9849082016,2.58038066208,0,1,1,1,1,1,0,0
0.4632843644,0.069,1,0.05365155025925926,0.07047040702592591,0.9517891664435183,1.713220499598333,0,1,0,0,1,1,0,0
0.38632579920000004,0.186,3,0.046711236,0.0535055976,0.97518681756,1.95037363512,0,1,0,0,1,1,0,0
0.6861405780000001,0.039,1,0.044457466666666674,0.07329632333333333,1.2221968336000002,1.5888558836800004,0,1,1,0,1,0,0,0
0.5561246267999999,0.096,2,0.0176176,0.04316312,1.0337127528599996,1.2404553034319996,0,1,1,0,0,0,0,0
0.55456478,0.132,4,0.026409166666666664,0.11832427055555554,1.205382414972222,1.5669971394638886,1,1,0,0,0,0,1,0
0.3615977551999999,0.038,1,0.016105659629629628,0.05340297666666666,0.6802042676696295,0.7482246944365925,0,0,0,0,0,0,0,1
0.4713124724,0.047,1,0.030152202879629632,0.07185205792592594,0.8994592631480556,0.9894051894628613,0,0,0,0,0,0,0,1
0.6987860735999999,0.2,4,0.06487122493703704,0.0817608465748148,1.5158563104121852,3.0317126208243703,1,1,1,1,1,0,1,0
0.35189413599999997,0.108,3,0.014636384000000002,0.04638920595555556,0.7553336026355554,0.830866962899111,0,0,0,0,0,0,0,1
0.3983909512,0.099,3,0.015988353333333333,0.05460264911111112,0.8235738327844445,0.9059312160628891,0,0,0,0,0,0,0,1
0.41234496160000006,0.111,3,0.02489213866666667,0.09032423666933333,0.9259139385572001,1.8518278771144001,1,1,0,0,1,0,0,0
0.49451214120000003,0.034,1,0.0231053375,0.08467426624999999,0.9226230301774999,1.01488533319525,0,0,0,0,0,0,0,1
0.604439286,0.312,4,0.02883978133333334,0.11229489856666668,1.5334822505549996,2.4535716008879995,0,1,0,0,0,1,1,0
1.0507068095999998,0.096,3,0.05635489185185184,0.08875895466666664,1.8731399513718519,3.558965907606518,0,1,1,0,1,0,0,0
0.5166570288000001,0.037,1,0.026845720000000003,0.09142056,0.9742887977600001,1.0717176775360002,0,0,0,0,0,0,0,1
0.36066160240000006,0.074,2,0.0474706232,0.0511222096,0.7732189310400001,1.391794075872,0,1,0,1,1,0,0,0
0.474297494,0.099,3,0.02045294166666666,0.07201914611111111,0.9653658935777778,1.0619024829355557,0,0,0,0,0,0,0,1
0.6449623795999999,0.111,3,0.03681811416666667,0.11702189800000003,1.3192134680616667,1.4511348148678336,0,0,0,0,0,0,0,1
0.5195362963999999,0.046,1,0.03363351333333333,0.082913922,0.9890214110133332,1.0879235521146666,0,0,0,0,0,0,0,1
0.44041575159999996,0.144,3,0.02777934133333333,0.07251565560555553,0.9928305853813887,1.0921136439195276,0,0,0,0,0,0,0,1
0.5589936002000001,0.12,4,0.024914857333333346,0.04282241104166668,1.0827597594337501,1.8406915910373751,0,1,1,1,1,0,1,0
0.5998122312,0.081,1,0.06140227370370371,0.06465926387407407,1.1699669647277777,2.2229372329827775,0,1,1,0,1,1,0,0
0.5503861175999999,0.043,1,0.03156752629629629,0.08530573385185185,1.0298760977348147,1.1328637075082963,0,0,0,0,0,0,0,1
0.40185416479999997,0.486,6,0.06709903200000002,0.05884068960000001,1.47000113528,2.2050017029199998,0,1,0,1,1,1,1,0
